"ReplicateID","# tracers added (true)","# spores in the sample (true)","# counts","# spores counted","# tracers counted"
2,14300,3371,664,115,549
3,14300,3371,664,133,531
4,14300,3371,664,133,531
5,14300,3371,664,126,538
1,14300,6943,664,203,461
2,14300,6943,664,223,441
3,14300,6943,664,205,459
4,14300,6943,664,211,453
5,14300,6943,664,187,477
1,14300,14300,664,335,329
2,14300,14300,664,319,345
3,14300,14300,664,333,331
4,14300,14300,664,334,330
5,14300,14300,664,320,344
1,17100,26,664,0,664
2,17100,26,664,0,664
3,17100,26,664,0,664
4,17100,26,664,1,663
5,17100,26,664,0,664
1,17100,53,664,2,662
2,17100,53,664,1,663
3,17100,53,664,3,661
4,17100,53,664,2,662
5,17100,53,664,0,664
1,17100,109,664,7,657
2,17100,109,664,4,660
3,17100,109,664,5,659
4,17100,109,664,8,656
5,17100,109,664,5,659
1,17100,224,664,2,662
2,17100,224,664,9,655
3,17100,224,664,6,658
4,17100,224,664,11,653
5,17100,224,664,9,655
1,17100,461,664,16,648
2,17100,461,664,17,647
3,17100,461,664,14,650
4,17100,461,664,20,644
5,17100,461,664,18,646
1,17100,950,664,41,623
2,17100,950,664,33,631
3,17100,950,664,34,630
4,17100,950,664,33,631
5,17100,950,664,37,627
1,17100,1957,664,66,598
2,17100,1957,664,72,592
3,17100,1957,664,77,587
4,17100,1957,664,42,622
5,17100,1957,664,61,603
1,17100,4031,664,131,533
2,17100,4031,664,115,549
3,17100,4031,664,136,528
4,17100,4031,664,117,547
5,17100,4031,664,132,532
1,17100,8303,664,219,445
2,17100,8303,664,197,467
3,17100,8303,664,221,443
4,17100,8303,664,214,450
5,17100,8303,664,232,432
1,17100,17100,664,313,351
2,17100,17100,664,323,341
3,17100,17100,664,319,345
4,17100,17100,664,352,312
5,17100,17100,664,331,333
1,20448,31,664,0,664
2,20448,31,664,0,664
3,20448,31,664,0,664
4,20448,31,664,2,662
5,20448,31,664,1,663
1,20448,63,664,1,663
2,20448,63,664,2,662
3,20448,63,664,2,662
4,20448,63,664,2,662
5,20448,63,664,0,664
1,20448,130,664,4,660
2,20448,130,664,4,660
3,20448,130,664,3,661
4,20448,130,664,12,652
5,20448,130,664,4,660
1,20448,268,664,9,655
2,20448,268,664,12,652
3,20448,268,664,9,655
4,20448,268,664,10,654
5,20448,268,664,8,656
1,20448,552,664,19,645
2,20448,552,664,20,644
3,20448,552,664,12,652
4,20448,552,664,27,637
5,20448,552,664,12,652
1,20448,1137,664,31,633
2,20448,1137,664,37,627
3,20448,1137,664,24,640
4,20448,1137,664,33,631
5,20448,1137,664,42,622
1,20448,2341,664,69,595
2,20448,2341,664,52,612
3,20448,2341,664,70,594
4,20448,2341,664,73,591
5,20448,2341,664,55,609
1,20448,4821,664,141,523
2,20448,4821,664,120,544
3,20448,4821,664,141,523
4,20448,4821,664,147,517
5,20448,4821,664,132,532
1,20448,9928,664,207,457
2,20448,9928,664,196,468
3,20448,9928,664,208,456
4,20448,9928,664,222,442
5,20448,9928,664,234,430
1,20448,20448,664,327,337
2,20448,20448,664,336,328
3,20448,20448,664,324,340
4,20448,20448,664,327,337
5,20448,20448,664,341,323
1,24452,37,664,1,663
2,24452,37,664,0,664
3,24452,37,664,1,663
4,24452,37,664,0,664
5,24452,37,664,2,662
1,24452,76,664,6,658
2,24452,76,664,2,662
3,24452,76,664,3,661
4,24452,76,664,3,661
5,24452,76,664,4,660
1,24452,156,664,3,661
2,24452,156,664,7,657
3,24452,156,664,5,659
4,24452,156,664,6,658
5,24452,156,664,2,662
1,24452,320,664,8,656
2,24452,320,664,11,653
3,24452,320,664,10,654
4,24452,320,664,12,652
5,24452,320,664,9,655
1,24452,660,664,22,642
2,24452,660,664,25,639
3,24452,660,664,17,647
4,24452,660,664,19,645
5,24452,660,664,20,644
1,24452,1359,664,39,625
2,24452,1359,664,29,635
3,24452,1359,664,32,632
4,24452,1359,664,27,637
5,24452,1359,664,38,626
1,24452,2799,664,64,600
2,24452,2799,664,63,601
3,24452,2799,664,70,594
4,24452,2799,664,59,605
5,24452,2799,664,72,592
1,24452,5765,664,130,534
2,24452,5765,664,127,537
3,24452,5765,664,125,539
4,24452,5765,664,127,537
5,24452,5765,664,119,545
1,24452,11873,664,214,450
2,24452,11873,664,201,463
3,24452,11873,664,202,462
4,24452,11873,664,190,474
5,24452,11873,664,225,439
1,24452,24452,664,330,334
2,24452,24452,664,325,339
3,24452,24452,664,330,334
4,24452,24452,664,316,348
5,24452,24452,664,314,350
1,29240,44,664,1,663
2,29240,44,664,0,664
3,29240,44,664,2,662
4,29240,44,664,0,664
5,29240,44,664,1,663
1,29240,90,664,2,662
2,29240,90,664,2,662
3,29240,90,664,2,662
4,29240,90,664,3,661
5,29240,90,664,0,664
1,29240,186,664,6,658
2,29240,186,664,3,661
3,29240,186,664,6,658
4,29240,186,664,2,662
5,29240,186,664,4,660
1,29240,383,664,7,657
2,29240,383,664,9,655
3,29240,383,664,8,656
4,29240,383,664,12,652
5,29240,383,664,5,659
1,29240,789,664,21,643
2,29240,789,664,20,644
3,29240,789,664,16,648
4,29240,789,664,13,651
5,29240,789,664,13,651
1,29240,1625,664,35,629
2,29240,1625,664,27,637
3,29240,1625,664,33,631
4,29240,1625,664,42,622
5,29240,1625,664,28,636
1,29240,3347,664,74,590
2,29240,3347,664,74,590
3,29240,3347,664,60,604
4,29240,3347,664,68,596
5,29240,3347,664,69,595
1,29240,6894,664,131,533
2,29240,6894,664,141,523
3,29240,6894,664,123,541
4,29240,6894,664,137,527
5,29240,6894,664,135,529
1,29240,14197,664,214,450
2,29240,14197,664,236,428
3,29240,14197,664,219,445
4,29240,14197,664,219,445
5,29240,14197,664,210,454
1,29240,29240,664,317,347
2,29240,29240,664,332,332
3,29240,29240,664,324,340
4,29240,29240,664,336,328
5,29240,29240,664,310,354
1,34966,52,664,2,662
2,34966,52,664,1,663
3,34966,52,664,1,663
4,34966,52,664,1,663
5,34966,52,664,0,664
1,34966,108,664,2,662
2,34966,108,664,3,661
3,34966,108,664,1,663
4,34966,108,664,1,663
5,34966,108,664,4,660
1,34966,222,664,8,656
2,34966,222,664,5,659
3,34966,222,664,5,659
4,34966,222,664,4,660
5,34966,222,664,6,658
1,34966,458,664,8,656
2,34966,458,664,7,657
3,34966,458,664,9,655
4,34966,458,664,7,657
5,34966,458,664,7,657
1,34966,944,664,11,653
2,34966,944,664,18,646
3,34966,944,664,15,649
4,34966,944,664,14,650
5,34966,944,664,18,646
1,34966,1943,664,31,633
2,34966,1943,664,38,626
3,34966,1943,664,32,632
4,34966,1943,664,41,623
5,34966,1943,664,36,628
1,34966,4003,664,53,611
2,34966,4003,664,71,593
3,34966,4003,664,72,592
4,34966,4003,664,56,608
5,34966,4003,664,72,592
1,34966,8243,664,132,532
2,34966,8243,664,117,547
3,34966,8243,664,145,519
4,34966,8243,664,134,530
5,34966,8243,664,107,557
1,34966,16978,664,220,444
2,34966,16978,664,205,459
3,34966,16978,664,206,458
4,34966,16978,664,238,426
5,34966,16978,664,210,454
1,34966,34966,664,327,337
2,34966,34966,664,337,327
3,34966,34966,664,327,337
4,34966,34966,664,346,318
5,34966,34966,664,330,334
1,41813,63,664,2,662
2,41813,63,664,1,663
3,41813,63,664,1,663
4,41813,63,664,0,664
5,41813,63,664,1,663
1,41813,129,664,1,663
2,41813,129,664,1,663
3,41813,129,664,1,663
4,41813,129,664,2,662
5,41813,129,664,3,661
1,41813,266,664,4,660
2,41813,266,664,5,659
3,41813,266,664,3,661
4,41813,266,664,6,658
5,41813,266,664,2,662
1,41813,548,664,9,655
2,41813,548,664,2,662
3,41813,548,664,7,657
4,41813,548,664,11,653
5,41813,548,664,9,655
1,41813,1128,664,19,645
2,41813,1128,664,15,649
3,41813,1128,664,22,642
4,41813,1128,664,17,647
5,41813,1128,664,13,651
1,41813,2324,664,28,636
2,41813,2324,664,26,638
3,41813,2324,664,35,629
4,41813,2324,664,26,638
5,41813,2324,664,35,629
1,41813,4786,664,62,602
2,41813,4786,664,65,599
3,41813,4786,664,73,591
4,41813,4786,664,54,610
5,41813,4786,664,73,591
1,41813,9858,664,119,545
2,41813,9858,664,117,547
3,41813,9858,664,146,518
4,41813,9858,664,127,537
5,41813,9858,664,134,530
1,41813,20302,664,219,445
2,41813,20302,664,186,478
3,41813,20302,664,213,451
4,41813,20302,664,231,433
5,41813,20302,664,197,467
1,41813,41813,664,334,330
2,41813,41813,664,331,333
3,41813,41813,664,334,330
4,41813,41813,664,355,309
5,41813,41813,664,321,343
1,50000,75,664,2,662
2,50000,75,664,1,663
3,50000,75,664,0,664
4,50000,75,664,2,662
5,50000,75,664,1,663
1,50000,154,664,2,662
2,50000,154,664,3,661
3,50000,154,664,4,660
4,50000,154,664,2,662
5,50000,154,664,3,661
1,50000,318,664,9,655
2,50000,318,664,8,656
3,50000,318,664,8,656
4,50000,318,664,2,662
5,50000,318,664,4,660
1,50000,655,664,16,648
2,50000,655,664,6,658
3,50000,655,664,6,658
4,50000,655,664,7,657
5,50000,655,664,9,655
1,50000,1349,664,15,649
2,50000,1349,664,22,642
3,50000,1349,664,16,648
4,50000,1349,664,14,650
5,50000,1349,664,14,650
1,50000,2779,664,43,621
2,50000,2779,664,32,632
3,50000,2779,664,38,626
4,50000,2779,664,38,626
5,50000,2779,664,27,637
1,50000,5724,664,77,587
2,50000,5724,664,68,596
3,50000,5724,664,75,589
4,50000,5724,664,69,595
5,50000,5724,664,72,592
1,50000,11788,664,122,542
2,50000,11788,664,135,529
3,50000,11788,664,142,522
4,50000,11788,664,123,541
5,50000,11788,664,110,554
1,50000,24277,664,223,441
2,50000,24277,664,207,457
3,50000,24277,664,218,446
4,50000,24277,664,222,442
5,50000,24277,664,226,438
1,50000,50000,664,340,324
2,50000,50000,664,326,338
3,50000,50000,664,324,340
4,50000,50000,664,350,314
5,50000,50000,664,320,344
1,10000,15,1000,2,998
2,10000,15,1000,2,998
3,10000,15,1000,0,1000
4,10000,15,1000,1,999
5,10000,15,1000,1,999
1,10000,31,1000,2,998
2,10000,31,1000,3,997
3,10000,31,1000,0,1000
4,10000,31,1000,2,998
5,10000,31,1000,1,999
1,10000,64,1000,5,995
2,10000,64,1000,9,991
3,10000,64,1000,7,993
4,10000,64,1000,2,998
5,10000,64,1000,9,991
1,10000,131,1000,15,985
2,10000,131,1000,11,989
3,10000,131,1000,11,989
4,10000,131,1000,10,990
5,10000,131,1000,12,988
1,10000,270,1000,21,979
2,10000,270,1000,26,974
3,10000,270,1000,23,977
4,10000,270,1000,17,983
5,10000,270,1000,34,966
1,10000,556,1000,51,949
2,10000,556,1000,67,933
3,10000,556,1000,35,965
4,10000,556,1000,65,935
5,10000,556,1000,58,942
1,10000,1145,1000,90,910
2,10000,1145,1000,98,902
3,10000,1145,1000,98,902
4,10000,1145,1000,94,906
5,10000,1145,1000,98,902
1,10000,2358,1000,175,825
2,10000,2358,1000,191,809
3,10000,2358,1000,196,804
4,10000,2358,1000,205,795
5,10000,2358,1000,220,780
1,10000,4855,1000,319,681
2,10000,4855,1000,325,675
3,10000,4855,1000,325,675
4,10000,4855,1000,311,689
5,10000,4855,1000,315,685
1,10000,10000,1000,507,493
2,10000,10000,1000,489,511
3,10000,10000,1000,479,521
4,10000,10000,1000,496,504
5,10000,10000,1000,515,485
1,11958,18,1000,1,999
2,11958,18,1000,0,1000
3,11958,18,1000,4,996
4,11958,18,1000,3,997
5,11958,18,1000,0,1000
1,11958,37,1000,3,997
2,11958,37,1000,2,998
3,11958,37,1000,2,998
4,11958,37,1000,3,997
5,11958,37,1000,4,996
1,11958,76,1000,8,992
2,11958,76,1000,8,992
3,11958,76,1000,6,994
4,11958,76,1000,6,994
5,11958,76,1000,9,991
1,11958,157,1000,9,991
2,11958,157,1000,11,989
3,11958,157,1000,6,994
4,11958,157,1000,13,987
5,11958,157,1000,13,987
1,11958,323,1000,24,976
2,11958,323,1000,30,970
3,11958,323,1000,27,973
4,11958,323,1000,15,985
5,11958,323,1000,27,973
1,11958,665,1000,59,941
2,11958,665,1000,54,946
3,11958,665,1000,43,957
4,11958,665,1000,55,945
5,11958,665,1000,46,954
1,11958,1369,1000,95,905
2,11958,1369,1000,85,915
3,11958,1369,1000,109,891
4,11958,1369,1000,103,897
5,11958,1369,1000,111,889
1,11958,2819,1000,182,818
2,11958,2819,1000,197,803
3,11958,2819,1000,212,788
4,11958,2819,1000,183,817
5,11958,2819,1000,188,812
1,11958,5806,1000,311,689
2,11958,5806,1000,328,672
3,11958,5806,1000,348,652
4,11958,5806,1000,314,686
5,11958,5806,1000,299,701
1,11958,11958,1000,489,511
2,11958,11958,1000,499,501
3,11958,11958,1000,491,509
4,11958,11958,1000,489,511
5,11958,11958,1000,500,500
1,14300,21,1000,0,1000
2,14300,21,1000,1,999
3,14300,21,1000,1,999
4,14300,21,1000,0,1000
5,14300,21,1000,0,1000
1,14300,44,1000,2,998
2,14300,44,1000,3,997
3,14300,44,1000,1,999
4,14300,44,1000,2,998
5,14300,44,1000,2,998
1,14300,91,1000,8,992
2,14300,91,1000,4,996
3,14300,91,1000,8,992
4,14300,91,1000,9,991
5,14300,91,1000,5,995
1,14300,187,1000,17,983
2,14300,187,1000,12,988
3,14300,187,1000,12,988
4,14300,187,1000,11,989
5,14300,187,1000,15,985
1,14300,386,1000,17,983
2,14300,386,1000,27,973
3,14300,386,1000,31,969
4,14300,386,1000,28,972
5,14300,386,1000,30,970
1,14300,795,1000,65,935
2,14300,795,1000,56,944
3,14300,795,1000,44,956
4,14300,795,1000,72,928
5,14300,795,1000,45,955
1,14300,1637,1000,112,888
2,14300,1637,1000,114,886
3,14300,1637,1000,105,895
4,14300,1637,1000,102,898
5,14300,1637,1000,106,894
1,14300,3371,1000,178,822
2,14300,3371,1000,191,809
3,14300,3371,1000,191,809
4,14300,3371,1000,187,813
5,14300,3371,1000,183,817
1,14300,6943,1000,320,680
2,14300,6943,1000,325,675
3,14300,6943,1000,311,689
4,14300,6943,1000,329,671
5,14300,6943,1000,343,657
1,14300,14300,1000,498,502
2,14300,14300,1000,487,513
3,14300,14300,1000,470,530
4,14300,14300,1000,512,488
5,14300,14300,1000,481,519
1,17100,26,1000,3,997
2,17100,26,1000,0,1000
3,17100,26,1000,0,1000
4,17100,26,1000,1,999
5,17100,26,1000,0,1000
1,17100,53,1000,7,993
2,17100,53,1000,8,992
3,17100,53,1000,4,996
4,17100,53,1000,1,999
5,17100,53,1000,4,996
1,17100,109,1000,5,995
2,17100,109,1000,8,992
3,17100,109,1000,3,997
4,17100,109,1000,5,995
5,17100,109,1000,3,997
1,17100,224,1000,10,990
2,17100,224,1000,14,986
3,17100,224,1000,8,992
4,17100,224,1000,10,990
5,17100,224,1000,12,988
1,17100,461,1000,35,965
2,17100,461,1000,19,981
3,17100,461,1000,22,978
4,17100,461,1000,17,983
5,17100,461,1000,26,974
1,17100,950,1000,56,944
2,17100,950,1000,56,944
3,17100,950,1000,56,944
4,17100,950,1000,46,954
5,17100,950,1000,60,940
1,17100,1957,1000,121,879
2,17100,1957,1000,91,909
3,17100,1957,1000,98,902
4,17100,1957,1000,103,897
5,17100,1957,1000,112,888
1,17100,4031,1000,182,818
2,17100,4031,1000,200,800
3,17100,4031,1000,203,797
4,17100,4031,1000,189,811
5,17100,4031,1000,195,805
1,17100,8303,1000,345,655
2,17100,8303,1000,338,662
3,17100,8303,1000,308,692
4,17100,8303,1000,332,668
5,17100,8303,1000,316,684
1,17100,17100,1000,536,464
2,17100,17100,1000,504,496
3,17100,17100,1000,487,513
4,17100,17100,1000,498,502
5,17100,17100,1000,502,498
1,20448,31,1000,1,999
2,20448,31,1000,1,999
3,20448,31,1000,1,999
4,20448,31,1000,3,997
5,20448,31,1000,1,999
1,20448,63,1000,3,997
2,20448,63,1000,7,993
3,20448,63,1000,4,996
4,20448,63,1000,2,998
5,20448,63,1000,3,997
1,20448,130,1000,6,994
2,20448,130,1000,4,996
3,20448,130,1000,12,988
4,20448,130,1000,8,992
5,20448,130,1000,6,994
1,20448,268,1000,11,989
2,20448,268,1000,13,987
3,20448,268,1000,15,985
4,20448,268,1000,18,982
5,20448,268,1000,14,986
1,20448,552,1000,19,981
2,20448,552,1000,23,977
3,20448,552,1000,28,972
4,20448,552,1000,22,978
5,20448,552,1000,34,966
1,20448,1137,1000,45,955
2,20448,1137,1000,43,957
3,20448,1137,1000,53,947
4,20448,1137,1000,51,949
5,20448,1137,1000,66,934
1,20448,2341,1000,78,922
2,20448,2341,1000,110,890
3,20448,2341,1000,108,892
4,20448,2341,1000,102,898
5,20448,2341,1000,92,908
1,20448,4821,1000,196,804
2,20448,4821,1000,172,828
3,20448,4821,1000,207,793
4,20448,4821,1000,184,816
5,20448,4821,1000,168,832
1,20448,9928,1000,321,679
2,20448,9928,1000,340,660
3,20448,9928,1000,323,677
4,20448,9928,1000,325,675
5,20448,9928,1000,311,689
1,20448,20448,1000,493,507
2,20448,20448,1000,483,517
3,20448,20448,1000,467,533
4,20448,20448,1000,511,489
5,20448,20448,1000,498,502
1,24452,37,1000,2,998
2,24452,37,1000,1,999
3,24452,37,1000,1,999
4,24452,37,1000,4,996
5,24452,37,1000,1,999
1,24452,76,1000,3,997
2,24452,76,1000,4,996
3,24452,76,1000,2,998
4,24452,76,1000,3,997
5,24452,76,1000,5,995
1,24452,156,1000,9,991
2,24452,156,1000,10,990
3,24452,156,1000,5,995
4,24452,156,1000,8,992
5,24452,156,1000,7,993
1,24452,320,1000,13,987
2,24452,320,1000,11,989
3,24452,320,1000,10,990
4,24452,320,1000,14,986
5,24452,320,1000,8,992
1,24452,660,1000,19,981
2,24452,660,1000,20,980
3,24452,660,1000,38,962
4,24452,660,1000,23,977
5,24452,660,1000,31,969
1,24452,1359,1000,54,946
2,24452,1359,1000,57,943
3,24452,1359,1000,56,944
4,24452,1359,1000,55,945
5,24452,1359,1000,63,937
1,24452,2799,1000,98,902
2,24452,2799,1000,88,912
3,24452,2799,1000,101,899
4,24452,2799,1000,114,886
5,24452,2799,1000,102,898
1,24452,5765,1000,183,817
2,24452,5765,1000,194,806
3,24452,5765,1000,204,796
4,24452,5765,1000,188,812
5,24452,5765,1000,192,808
1,24452,11873,1000,294,706
2,24452,11873,1000,344,656
3,24452,11873,1000,336,664
4,24452,11873,1000,353,647
5,24452,11873,1000,310,690
1,24452,24452,1000,491,509
2,24452,24452,1000,499,501
3,24452,24452,1000,486,514
4,24452,24452,1000,488,512
5,24452,24452,1000,494,506
1,29240,44,1000,5,995
2,29240,44,1000,0,1000
3,29240,44,1000,0,1000
4,29240,44,1000,3,997
5,29240,44,1000,3,997
1,29240,90,1000,2,998
2,29240,90,1000,3,997
3,29240,90,1000,3,997
4,29240,90,1000,3,997
5,29240,90,1000,5,995
1,29240,186,1000,4,996
2,29240,186,1000,5,995
3,29240,186,1000,6,994
4,29240,186,1000,4,996
5,29240,186,1000,7,993
1,29240,383,1000,11,989
2,29240,383,1000,13,987
3,29240,383,1000,6,994
4,29240,383,1000,16,984
5,29240,383,1000,12,988
1,29240,789,1000,29,971
2,29240,789,1000,25,975
3,29240,789,1000,25,975
4,29240,789,1000,27,973
5,29240,789,1000,25,975
1,29240,1625,1000,51,949
2,29240,1625,1000,51,949
3,29240,1625,1000,54,946
4,29240,1625,1000,49,951
5,29240,1625,1000,43,957
1,29240,3347,1000,106,894
2,29240,3347,1000,111,889
3,29240,3347,1000,99,901
4,29240,3347,1000,91,909
5,29240,3347,1000,107,893
1,29240,6894,1000,208,792
2,29240,6894,1000,198,802
3,29240,6894,1000,168,832
4,29240,6894,1000,191,809
5,29240,6894,1000,167,833
1,29240,14197,1000,314,686
2,29240,14197,1000,327,673
3,29240,14197,1000,323,677
4,29240,14197,1000,352,648
5,29240,14197,1000,297,703
1,29240,29240,1000,496,504
2,29240,29240,1000,512,488
3,29240,29240,1000,502,498
4,29240,29240,1000,511,489
5,29240,29240,1000,498,502
1,34966,52,1000,1,999
2,34966,52,1000,1,999
3,34966,52,1000,1,999
4,34966,52,1000,0,1000
5,34966,52,1000,2,998
1,34966,108,1000,3,997
2,34966,108,1000,2,998
3,34966,108,1000,7,993
4,34966,108,1000,3,997
5,34966,108,1000,0,1000
1,34966,222,1000,7,993
2,34966,222,1000,6,994
3,34966,222,1000,7,993
4,34966,222,1000,2,998
5,34966,222,1000,12,988
1,34966,458,1000,18,982
2,34966,458,1000,11,989
3,34966,458,1000,13,987
4,34966,458,1000,7,993
5,34966,458,1000,17,983
1,34966,944,1000,33,967
2,34966,944,1000,19,981
3,34966,944,1000,26,974
4,34966,944,1000,33,967
5,34966,944,1000,33,967
1,34966,1943,1000,59,941
2,34966,1943,1000,45,955
3,34966,1943,1000,53,947
4,34966,1943,1000,59,941
5,34966,1943,1000,62,938
1,34966,4003,1000,89,911
2,34966,4003,1000,100,900
3,34966,4003,1000,92,908
4,34966,4003,1000,113,887
5,34966,4003,1000,96,904
1,34966,8243,1000,191,809
2,34966,8243,1000,198,802
3,34966,8243,1000,202,798
4,34966,8243,1000,215,785
5,34966,8243,1000,196,804
1,34966,16978,1000,342,658
2,34966,16978,1000,335,665
3,34966,16978,1000,301,699
4,34966,16978,1000,312,688
5,34966,16978,1000,334,666
1,34966,34966,1000,529,471
2,34966,34966,1000,516,484
3,34966,34966,1000,489,511
4,34966,34966,1000,500,500
5,34966,34966,1000,515,485
1,41813,63,1000,2,998
2,41813,63,1000,1,999
3,41813,63,1000,2,998
4,41813,63,1000,4,996
5,41813,63,1000,1,999
1,41813,129,1000,6,994
2,41813,129,1000,2,998
3,41813,129,1000,5,995
4,41813,129,1000,3,997
5,41813,129,1000,3,997
1,41813,266,1000,10,990
2,41813,266,1000,8,992
3,41813,266,1000,6,994
4,41813,266,1000,7,993
5,41813,266,1000,12,988
1,41813,548,1000,11,989
2,41813,548,1000,15,985
3,41813,548,1000,18,982
4,41813,548,1000,16,984
5,41813,548,1000,8,992
1,41813,1128,1000,15,985
2,41813,1128,1000,37,963
3,41813,1128,1000,18,982
4,41813,1128,1000,18,982
5,41813,1128,1000,22,978
1,41813,2324,1000,42,958
2,41813,2324,1000,56,944
3,41813,2324,1000,65,935
4,41813,2324,1000,53,947
5,41813,2324,1000,46,954
1,41813,4786,1000,108,892
2,41813,4786,1000,100,900
3,41813,4786,1000,103,897
4,41813,4786,1000,115,885
5,41813,4786,1000,109,891
1,41813,9858,1000,189,811
2,41813,9858,1000,183,817
3,41813,9858,1000,210,790
4,41813,9858,1000,191,809
5,41813,9858,1000,217,783
1,41813,20302,1000,298,702
2,41813,20302,1000,335,665
3,41813,20302,1000,341,659
4,41813,20302,1000,326,674
5,41813,20302,1000,319,681
1,41813,41813,1000,507,493
2,41813,41813,1000,490,510
3,41813,41813,1000,532,468
4,41813,41813,1000,513,487
5,41813,41813,1000,504,496
1,50000,75,1000,2,998
2,50000,75,1000,2,998
3,50000,75,1000,0,1000
4,50000,75,1000,1,999
5,50000,75,1000,1,999
1,50000,154,1000,2,998
2,50000,154,1000,3,997
3,50000,154,1000,3,997
4,50000,154,1000,4,996
5,50000,154,1000,3,997
1,50000,318,1000,9,991
2,50000,318,1000,8,992
3,50000,318,1000,5,995
4,50000,318,1000,7,993
5,50000,318,1000,13,987
1,50000,655,1000,14,986
2,50000,655,1000,8,992
3,50000,655,1000,12,988
4,50000,655,1000,14,986
5,50000,655,1000,17,983
1,50000,1349,1000,28,972
2,50000,1349,1000,25,975
3,50000,1349,1000,31,969
4,50000,1349,1000,32,968
5,50000,1349,1000,30,970
1,50000,2779,1000,52,948
2,50000,2779,1000,42,958
3,50000,2779,1000,34,966
4,50000,2779,1000,48,952
5,50000,2779,1000,51,949
1,50000,5724,1000,102,898
2,50000,5724,1000,118,882
3,50000,5724,1000,102,898
4,50000,5724,1000,89,911
5,50000,5724,1000,96,904
1,50000,11788,1000,189,811
2,50000,11788,1000,206,794
3,50000,11788,1000,204,796
4,50000,11788,1000,210,790
5,50000,11788,1000,184,816
1,50000,24277,1000,310,690
2,50000,24277,1000,315,685
3,50000,24277,1000,306,694
4,50000,24277,1000,323,677
5,50000,24277,1000,336,664
1,50000,50000,1000,507,493
2,50000,50000,1000,504,496
3,50000,50000,1000,523,477
4,50000,50000,1000,511,489
5,50000,50000,1000,478,522
